S.No:,Contract No:,Stock Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount
40448,'2020102901001088',CBL,38,45,100,182,18200.00
40449,'2020102901001087',CBL,48,45,1000,182,182000.00
40450,'2020102901001086',CBL,59,45,1000,182,182000.00
40451,'2020102901001085',CBL,52,45,400,183,73200.00
40452,'2020102901001084',KBL,14,44,200,244,48800.00
40453,'2020102901001083',PRVU,8,33,470,270,126900.00
40454,'2020102901001082',PRVU,52,33,50,270,13500.00
40455,'2020102901001081',PRVU,53,33,25,270,6750.00
40456,'2020102901001080',PRVU,57,33,1000,270,270000.00
40457,'2020102901001079',PRVU,59,33,400,270,108000.00
40458,'2020102901001078',PRVU,47,33,350,270,94500.00
40459,'2020102901001077',PRVU,57,33,500,270,135000.00
40460,'2020102901001076',PRVU,3,33,500,270,135000.00
40461,'2020102901001075',PRVU,3,33,1500,270,405000.00
40462,'2020102901001074',PRVU,3,33,1000,270,270000.00
40463,'2020102901001073',PRVU,49,33,160,270,43200.00
40464,'2020102901001072',PRVU,34,33,100,270,27000.00
40465,'2020102901001071',PRVU,50,33,100,270,27000.00
40466,'2020102901001070',PRVU,45,33,30,270,8100.00
40467,'2020102901001069',PRVU,47,33,500,270,135000.00
40468,'2020102901001068',PRVU,41,33,1000,270,270000.00
40469,'2020102901001067',PRVU,53,33,65,270,17550.00
40470,'2020102901001066',PRVU,11,33,500,271,135500.00
40471,'2020102901001065',PRVU,22,33,100,271,27100.00
40472,'2020102901001064',PRVU,45,33,200,271,54200.00
40473,'2020102901001063',PRVU,59,33,100,271,27100.00
40474,'2020102901001062',PRVU,16,33,1800,271,487800.00
40475,'2020102901001061',PRVU,42,33,400,271,108400.00
40476,'2020102901001060',PRVU,5,33,200,271,54200.00
40477,'2020102901001059',PRVU,48,33,500,271,135500.00
40478,'2020102901001058',PRVU,44,33,50,271,13550.00
40479,'2020102901001057',PRVU,3,33,400,271,108400.00
40480,'2020102901001056',GBIME,40,44,1000,305,305000.00
40481,'2020102901001055',RHPL,25,28,40,211,8440.00
40482,'2020102901001054',NMB,3,33,46,437,20102.00
40483,'2020102901001053',PRIN,33,26,110,600,66000.00
40484,'2020102903000144',PROFL,57,35,100,143,14300.00
40485,'2020102904000217',GIC,57,52,10,565,5650.00
40486,'2020102901001052',CZBIL,25,48,230,245,56350.00
40487,'2020102901001051',NMB,50,41,10,435,4350.00
40488,'2020102901001050',NMB,41,41,100,435,43500.00
40489,'2020102901001049',NMB,35,41,10,435,4350.00
40490,'2020102901001048',NMB,26,41,100,435,43500.00
40491,'2020102901001047',NMB,34,41,20,435,8700.00
40492,'2020102902000013',SSHL,41,43,50,132,6600.00
40493,'2020102903000143',NRN,48,36,10,346,3460.00
40494,'2020102904000216',GIC,57,55,10,565,5650.00
40495,'2020102901001046',GBIME,59,44,50,305,15250.00
40496,'2020102903000142',NLIC,14,25,22,1401,30822.00
40497,'2020102903000141',JBBL,35,45,500,220,110000.00
40498,'2020102901001045',CZBIL,25,22,90,245,22050.00
40499,'2020102901001044',CZBIL,28,22,100,245,24500.00
40500,'2020102901001043',CZBIL,28,22,300,245,73500.00
40501,'2020102901001042',CZBIL,32,22,400,245,98000.00
40502,'2020102901001041',CZBIL,49,22,110,245,26950.00
40503,'2020102904000215',GIC,57,53,10,565,5650.00
40504,'2020102901001040',PRVU,59,29,38,272,10336.00
40505,'2020102901001039',KBL,22,44,30,244,7320.00
40506,'2020102901001038',MBL,5,41,500,238,119000.00
40507,'2020102901001037',MBL,41,41,50,238,11900.00
40508,'2020102903000140',RLI,45,49,10,596,5960.00
40509,'2020102901001036',LBL,28,17,500,291,145500.00
40510,'2020102904000214',GIC,57,52,10,565,5650.00
40511,'2020102903000139',MNBBL,42,34,400,376,150400.00
40512,'2020102904000213',GIC,57,34,10,565,5650.00
40513,'2020102903000138',MNBBL,48,32,500,376,188000.00
40514,'2020102901001035',PRVU,59,1,62,272,16864.00
40515,'2020102901001034',GBIME,14,41,191,304,58064.00
40516,'2020102901001033',GBIME,43,41,50,304,15200.00
40517,'2020102904000212',GIC,57,45,10,565,5650.00
40518,'2020102901001032',CCBL,57,35,100,207,20700.00
40519,'2020102903000137',EDBL,6,25,50,329,16450.00
40520,'2020102901001031',CZBIL,42,17,39,247,9633.00
40521,'2020102903000136',NRIC,38,38,20,866,17320.00
40522,'2020102901001030',CBL,57,51,500,184,92000.00
40523,'2020102901001029',EBL,49,16,50,753,37650.00
40524,'2020102901001028',GBIME,36,44,100,305,30500.00
40525,'2020102901001027',GBIME,44,44,30,305,9150.00
40526,'2020102904000211',GIC,57,16,10,565,5650.00
40527,'2020102901001026',GBIME,52,44,40,305,12200.00
40528,'2020102904000210',GIC,57,59,10,565,5650.00
40529,'2020102901001025',NMB,43,6,100,436,43600.00
40530,'2020102901001024',NMB,41,6,100,436,43600.00
40531,'2020102901001023',NMB,36,6,140,436,61040.00
40532,'2020102901001022',NMB,33,6,2000,436,872000.00
40533,'2020102903000135',NRIC,38,36,40,866,34640.00
40534,'2020102901001021',NABIL,34,44,100,915,91500.00
40535,'2020102901001020',CBL,39,51,450,184,82800.00
40536,'2020102901001019',CBL,39,6,200,184,36800.00
40537,'2020102901001018',CBL,39,58,350,184,64400.00
40538,'2020102901001017',CCBL,57,45,500,207,103500.00
40539,'2020102901001016',CCBL,57,6,196,207,40572.00
40540,'2020102901001015',SBL,45,33,101,352,35552.00
40541,'2020102904000209',GIC,57,34,10,565,5650.00
40542,'2020102901001014',PRVU,49,1,738,272,200736.00
40543,'2020102901001013',NCCB,51,56,69,246,16974.00
40544,'2020102904000208',GIC,57,42,10,565,5650.00
40545,'2020102903000134',KMCDB,16,28,10,716,7160.00
40546,'2020102901001012',MBL,41,43,190,239,45410.00
40547,'2020102901001011',MBL,41,3,10,239,2390.00
40548,'2020102901001010',PCBL,41,56,100,338,33800.00
40549,'2020102903000133',JBBL,3,45,90,220,19800.00
40550,'2020102901001009',PCBL,45,43,344,340,116960.00
40551,'2020102901001008',PCBL,45,43,156,339,52884.00
40552,'2020102904000207',GIC,57,42,10,565,5650.00
40553,'2020102904000206',GIC,57,34,10,565,5650.00
40554,'2020102901001007',CCBL,6,6,100,207,20700.00
40555,'2020102904000205',GIC,57,50,10,565,5650.00
40556,'2020102901001006',ADBL,25,59,2000,481,962000.00
40557,'2020102901001005',ADBL,25,37,200,480,96000.00
40558,'2020102901001004',ADBL,25,49,200,479,95800.00
40559,'2020102901001003',ADBL,25,45,100,479,47900.00
40560,'2020102901001002',NBL,13,17,90,352,31680.00
40561,'2020102901001001',NGPL,1,52,11,195,2145.00
40562,'2020102901001000',CZBIL,25,17,25,247,6175.00
40563,'2020102901000999',BOKL,46,53,100,292,29200.00
40564,'2020102903000132',PFL,1,38,18,199,3582.00
40565,'2020102901000998',NIB,34,56,50,446,22300.00
40566,'2020102901000997',CZBIL,49,36,100,245,24500.00
40567,'2020102901000996',LEC,38,36,20,204,4080.00
40568,'2020102903000131',CIT,45,3,50,3794,189700.00
40569,'2020102901000995',NBB,45,50,50,238,11900.00
40570,'2020102901000994',GBIME,38,44,200,305,61000.00
40571,'2020102901000993',PMHPL,58,52,10,137,1370.00
40572,'2020102901000992',KBL,56,44,300,244,73200.00
40573,'2020102901000991',CBL,57,58,100,184,18400.00
40574,'2020102901000990',CCBL,6,6,100,207,20700.00
40575,'2020102904000204',GIC,57,56,10,565,5650.00
40576,'2020102901000989',LEC,38,17,10,204,2040.00
40577,'2020102903000130',MNBBL,53,34,100,377,37700.00
40578,'2020102903000129',MNBBL,58,34,50,377,18850.00
40579,'2020102903000128',MNBBL,52,34,300,377,113100.00
40580,'2020102901000988',PCBL,41,53,100,338,33800.00
40581,'2020102904000203',GIC,57,38,10,565,5650.00
40582,'2020102901000987',PCBL,41,52,10,338,3380.00
40583,'2020102904000202',GIC,57,59,10,565,5650.00
40584,'2020102901000986',MEGA,10,50,50,250,12500.00
40585,'2020102901000985',MBL,38,3,100,239,23900.00
40586,'2020102901000984',MBL,57,3,150,239,35850.00
40587,'2020102901000983',EBL,49,33,50,753,37650.00
40588,'2020102901000982',PRVU,49,10,262,272,71264.00
40589,'2020102901000981',ADBL,34,21,50,478,23900.00
40590,'2020102901000980',ADBL,34,49,200,478,95600.00
40591,'2020102901000979',CBL,57,58,50,184,9200.00
40592,'2020102901000978',CCBL,38,6,244,207,50508.00
40593,'2020102901000977',KBL,42,44,100,244,24400.00
40594,'2020102901000976',CZBIL,49,6,290,245,71050.00
40595,'2020102901000975',CZBIL,43,6,500,245,122500.00
40596,'2020102901000974',CZBIL,41,6,60,245,14700.00
40597,'2020102901000973',CZBIL,44,6,150,246,36900.00
40598,'2020102904000201',GIC,45,58,10,566,5660.00
40599,'2020102901000972',UPPER,11,39,50,287,14350.00
40600,'2020102904000200',GIC,45,52,10,566,5660.00
40601,'2020102904000199',GIC,45,45,10,566,5660.00
40602,'2020102904000198',GIC,45,58,10,566,5660.00
40603,'2020102904000197',GIC,45,17,10,566,5660.00
40604,'2020102904000196',GIC,45,32,10,566,5660.00
40605,'2020102901000971',CBL,3,44,100,184,18400.00
40606,'2020102903000127',DDBL,21,45,75,895,67125.00
40607,'2020102901000970',BOKL,10,22,400,291,116400.00
40608,'2020102901000969',BOKL,10,22,100,291,29100.00
40609,'2020102904000195',GIC,57,42,10,565,5650.00
40610,'2020102901000968',MEGA,16,50,140,250,35000.00
40611,'2020102904000194',GIC,57,58,10,565,5650.00
40612,'2020102901000967',NMB,58,33,20,437,8740.00
40613,'2020102901000966',PRVU,48,33,930,273,253890.00
40614,'2020102901000965',PRVU,48,51,200,272,54400.00
40615,'2020102901000964',PRVU,48,54,500,272,136000.00
40616,'2020102901000963',PRVU,48,22,1370,272,372640.00
40617,'2020102903000126',NRN,48,46,10,346,3460.00
40618,'2020102901000962',NMB,46,33,1000,437,437000.00
40619,'2020102901000961',NMB,45,33,30,437,13110.00
40620,'2020102901000960',NMB,40,33,200,437,87400.00
40621,'2020102901000959',NMB,35,33,60,437,26220.00
40622,'2020102901000958',NMB,29,33,400,437,174800.00
40623,'2020102901000957',NMB,58,33,150,437,65550.00
40624,'2020102901000956',NMB,48,33,50,437,21850.00
40625,'2020102901000955',NMB,8,33,544,437,237728.00
40626,'2020102901000954',SBL,38,48,50,349,17450.00
40627,'2020102901000953',SBL,34,48,50,349,17450.00
40628,'2020102901000952',SBL,38,48,200,351,70200.00
40629,'2020102901000951',SBL,36,48,200,351,70200.00
40630,'2020102901000950',CBL,44,29,500,183,91500.00
40631,'2020102901000949',CBL,3,29,500,183,91500.00
40632,'2020102901000948',CBL,58,29,100,183,18300.00
40633,'2020102901000947',CBL,7,29,200,183,36600.00
40634,'2020102901000946',CBL,45,29,100,183,18300.00
40635,'2020102901000945',CBL,16,29,200,183,36600.00
40636,'2020102901000944',CBL,42,29,100,183,18300.00
40637,'2020102901000943',CBL,17,29,100,183,18300.00
40638,'2020102901000942',CBL,52,29,100,183,18300.00
40639,'2020102904000193',GIC,47,17,10,566,5660.00
40640,'2020102901000941',ADBL,33,1,196,477,93492.00
40641,'2020102904000192',GIC,57,38,10,565,5650.00
40642,'2020102904000191',GIC,57,10,10,565,5650.00
40643,'2020102901000940',AIL,49,36,10,510,5100.00
40644,'2020102901000939',CCBL,38,45,350,207,72450.00
40645,'2020102901000938',BOKL,13,53,1500,292,438000.00
40646,'2020102904000190',GIC,57,34,10,565,5650.00
40647,'2020102903000125',RLI,45,20,10,596,5960.00
40648,'2020102901000937',SANIMA,21,53,100,365,36500.00
40649,'2020102901000936',SCB,42,14,200,697,139400.00
40650,'2020102901000935',SCB,38,14,50,697,34850.00
40651,'2020102904000189',GIC,57,21,10,565,5650.00
40652,'2020102901000934',SRBL,28,5,200,269,53800.00
40653,'2020102903000124',HIDCL,25,28,26,196,5096.00
40654,'2020102903000123',HIDCL,49,28,37,196,7252.00
40655,'2020102903000122',HIDCL,49,50,61,196,11956.00
40656,'2020102903000121',HIDCL,49,50,61,196,11956.00
40657,'2020102903000120',MPFL,13,7,200,148,29600.00
40658,'2020102901000933',PRVU,49,22,140,272,38080.00
40659,'2020102901000932',PCBL,41,59,714,338,241332.00
40660,'2020102901000931',PCBL,16,59,100,338,33800.00
40661,'2020102901000930',BOKL,1,53,300,292,87600.00
40662,'2020102901000929',BOKL,29,53,730,292,213160.00
40663,'2020102901000928',PRVU,1,22,100,272,27200.00
40664,'2020102901000927',CCBL,43,41,3000,208,624000.00
40665,'2020102904000188',GIC,57,16,10,565,5650.00
40666,'2020102904000187',GIC,57,36,10,565,5650.00
40667,'2020102901000926',GBIME,14,44,43,305,13115.00
40668,'2020102901000925',KBL,41,44,1000,244,244000.00
40669,'2020102901000924',CBL,49,44,100,184,18400.00
40670,'2020102901000923',CZBIL,41,42,340,245,83300.00
40671,'2020102901000922',CZBIL,6,42,160,245,39200.00
40672,'2020102901000921',SJCL,47,39,10,190,1900.00
40673,'2020102901000920',PCBL,50,43,100,339,33900.00
40674,'2020102903000119',RLI,45,14,10,596,5960.00
40675,'2020102903000118',GLICL,59,55,10,625,6250.00
40676,'2020102901000919',NICA,22,45,100,620,62000.00
40677,'2020102901000918',NICA,3,45,200,621,124200.00
40678,'2020102901000917',KBL,48,43,50,243,12150.00
40679,'2020102901000916',KBL,3,43,100,243,24300.00
40680,'2020102904000186',GIC,57,38,10,565,5650.00
40681,'2020102901000915',GBIME,14,11,120,305,36600.00
40682,'2020102901000914',GBIME,14,38,137,305,41785.00
40683,'2020102901000913',PRVU,3,55,150,271,40650.00
40684,'2020102904000185',GIC,57,26,10,565,5650.00
40685,'2020102903000117',RLI,45,33,10,596,5960.00
40686,'2020102901000912',NMB,8,6,200,437,87400.00
40687,'2020102901000911',NMB,8,8,300,437,131100.00
40688,'2020102901000910',NABIL,16,44,186,915,170190.00
40689,'2020102901000909',PCBL,55,43,244,339,82716.00
40690,'2020102901000908',UPPER,11,36,50,287,14350.00
40691,'2020102901000907',SBL,41,33,200,352,70400.00
40692,'2020102901000906',CZBIL,6,37,340,245,83300.00
40693,'2020102901000905',CZBIL,58,37,100,245,24500.00
40694,'2020102901000904',CZBIL,34,37,60,246,14760.00
40695,'2020102904000184',GIC,57,22,10,565,5650.00
40696,'2020102901000903',PRVU,57,22,500,272,136000.00
40697,'2020102903000116',NLIC,34,52,75,1426,106950.00
40698,'2020102901000902',NICA,50,53,100,622,62200.00
40699,'2020102904000183',GIC,57,45,10,565,5650.00
40700,'2020102904000182',GIC,57,16,10,565,5650.00
40701,'2020102904000181',GIC,57,46,10,565,5650.00
40702,'2020102901000901',SBL,57,33,250,352,88000.00
40703,'2020102901000900',SBL,45,33,100,352,35200.00
40704,'2020102901000899',SBL,1,33,100,352,35200.00
40705,'2020102901000898',SBL,11,33,500,352,176000.00
40706,'2020102901000897',SBL,47,33,500,352,176000.00
40707,'2020102901000896',SBL,38,33,200,353,70600.00
40708,'2020102901000895',SBL,33,33,300,353,105900.00
40709,'2020102901000894',SBL,49,33,500,353,176500.00
40710,'2020102901000893',SBL,48,33,300,353,105900.00
40711,'2020102901000892',SBL,45,33,80,353,28240.00
40712,'2020102901000891',SBL,32,33,10,353,3530.00
40713,'2020102904000180',GIC,57,52,10,565,5650.00
40714,'2020102904000179',GIC,57,33,10,565,5650.00
40715,'2020102901000890',LBL,22,33,20,294,5880.00
40716,'2020102903000115',GBBL,4,45,50,279,13950.00
40717,'2020102901000889',RHPL,25,39,10,211,2110.00
40718,'2020102904000178',GIC,57,58,10,565,5650.00
40719,'2020102901000888',PRVU,46,22,500,272,136000.00
40720,'2020102901000887',PRVU,49,22,100,272,27200.00
40721,'2020102901000886',NABIL,16,38,14,915,12810.00
40722,'2020102904000177',GIC,57,38,10,565,5650.00
40723,'2020102901000885',PCBL,44,43,100,340,34000.00
40724,'2020102901000884',GBIME,17,38,10,305,3050.00
40725,'2020102901000883',NIB,34,57,100,446,44600.00
40726,'2020102903000114',RLI,45,42,10,596,5960.00
40727,'2020102901000882',NIB,19,16,200,447,89400.00
40728,'2020102901000881',NIB,19,28,100,447,44700.00
40729,'2020102901000880',NBL,45,17,50,352,17600.00
40730,'2020102903000113',CIT,37,33,20,3788,75760.00
40731,'2020102901000879',CBL,45,44,200,184,36800.00
40732,'2020102901000878',NBB,17,6,200,240,48000.00
40733,'2020102901000877',NCCB,51,59,700,245,171500.00
40734,'2020102901000876',MEGA,34,50,400,250,100000.00
40735,'2020102901000875',GBIME,26,38,300,305,91500.00
40736,'2020102901000874',NMB,34,33,200,438,87600.00
40737,'2020102901000873',NBL,36,17,500,352,176000.00
40738,'2020102901000872',CCBL,38,28,46,207,9522.00
40739,'2020102901000871',GBIME,46,38,100,305,30500.00
40740,'2020102904000176',GIC,57,33,10,565,5650.00
40741,'2020102901000870',CBL,45,44,100,184,18400.00
40742,'2020102901000869',NMB,8,52,100,437,43700.00
40743,'2020102901000868',CCBL,38,37,60,207,12420.00
40744,'2020102901000867',SBL,14,4,1000,356,356000.00
40745,'2020102901000866',SBL,14,58,500,356,178000.00
40746,'2020102901000865',AIL,49,21,10,510,5100.00
40747,'2020102901000864',CCBL,51,6,500,207,103500.00
40748,'2020102901000863',CCBL,37,6,850,207,175950.00
40749,'2020102901000862',CCBL,48,6,150,207,31050.00
40750,'2020102904000175',GIC,57,58,10,565,5650.00
40751,'2020102901000861',MEGA,38,50,200,250,50000.00
40752,'2020102901000860',MEGA,49,50,250,250,62500.00
40753,'2020102901000859',MEGA,34,50,300,250,75000.00
40754,'2020102901000858',MEGA,14,50,22,250,5500.00
40755,'2020102901000857',CBL,14,29,500,184,92000.00
40756,'2020102901000856',GBIME,22,17,159,303,48177.00
40757,'2020102901000855',GBIME,58,17,20,303,6060.00
40758,'2020102901000854',GBIME,25,17,100,303,30300.00
40759,'2020102901000853',GBIME,50,17,50,303,15150.00
40760,'2020102901000852',GBIME,14,17,71,303,21513.00
40761,'2020102901000851',GBIME,53,17,100,304,30400.00
40762,'2020102903000112',NRIC,53,7,70,870,60900.00
40763,'2020102901000850',CZBIL,49,37,50,246,12300.00
40764,'2020102901000849',CZBIL,52,37,50,246,12300.00
40765,'2020102903000111',SHINE,41,28,200,285,57000.00
40766,'2020102903000110',RLI,45,38,10,596,5960.00
40767,'2020102901000848',PRVU,47,22,50,272,13600.00
40768,'2020102901000847',PCBL,55,55,150,339,50850.00
40769,'2020102901000846',PCBL,45,43,17,340,5780.00
40770,'2020102901000845',UPPER,57,49,10,292,2920.00
40771,'2020102904000174',GIC,57,16,10,565,5650.00
40772,'2020102901000844',EBL,14,14,138,754,104052.00
40773,'2020102901000843',EBL,14,6,24,753,18072.00
40774,'2020102901000842',EBL,14,51,38,751,28538.00
40775,'2020102904000173',GIC,57,34,10,565,5650.00
40776,'2020102903000109',JBBL,3,43,50,220,11000.00
40777,'2020102903000108',JBBL,6,43,200,220,44000.00
40778,'2020102903000107',JBBL,45,43,50,221,11050.00
40779,'2020102901000841',NHPC,21,51,75,109,8175.00
40780,'2020102901000840',CZBIL,19,17,200,247,49400.00
40781,'2020102901000839',CZBIL,37,17,300,247,74100.00
40782,'2020102901000838',LEC,38,38,10,204,2040.00
40783,'2020102904000172',GIC,57,34,10,565,5650.00
40784,'2020102903000106',NRN,48,39,10,346,3460.00
40785,'2020102903000105',MPFL,13,32,100,148,14800.00
40786,'2020102904000171',GIC,57,35,10,565,5650.00
40787,'2020102901000837',CBL,36,16,250,185,46250.00
40788,'2020102904000170',GIC,57,58,10,565,5650.00
40789,'2020102901000836',EBL,41,51,200,751,150200.00
40790,'2020102901000835',CBL,50,16,55,185,10175.00
40791,'2020102901000834',CBL,50,41,945,185,174825.00
40792,'2020102903000104',RLFL,45,53,50,187,9350.00
40793,'2020102903000103',RLI,45,17,10,596,5960.00
40794,'2020102901000833',PCBL,10,51,50,340,17000.00
40795,'2020102901000832',SRBL,48,49,200,270,54000.00
40796,'2020102901000831',SBL,19,34,100,354,35400.00
40797,'2020102901000830',MEGA,14,33,100,251,25100.00
40798,'2020102904000169',GIC,57,3,10,565,5650.00
40799,'2020102903000102',RLI,45,42,10,596,5960.00
40800,'2020102901000829',GBIME,36,38,453,305,138165.00
40801,'2020102901000828',GBIME,36,43,47,305,14335.00
40802,'2020102903000101',MNBBL,29,10,50,380,19000.00
40803,'2020102901000827',NBL,16,17,1000,352,352000.00
40804,'2020102901000826',BOKL,29,59,100,292,29200.00
40805,'2020102901000825',BOKL,29,36,170,292,49640.00
40806,'2020102903000100',NLIC,34,22,25,1426,35650.00
40807,'2020102901000824',SJCL,47,36,20,190,3800.00
40808,'2020102901000823',NBL,56,58,750,351,263250.00
40809,'2020102901000822',NBL,34,58,250,351,87750.00
40810,'2020102904000168',GIC,57,16,10,565,5650.00
40811,'2020102901000821',NMB,41,33,300,438,131400.00
40812,'2020102901000820',PRVU,1,22,210,272,57120.00
40813,'2020102904000167',GIC,57,57,10,565,5650.00
40814,'2020102901000819',CZBIL,42,44,124,247,30628.00
40815,'2020102901000818',CZBIL,42,37,72,247,17784.00
40816,'2020102901000817',NMB,48,33,330,438,144540.00
40817,'2020102901000816',NMB,42,33,40,438,17520.00
40818,'2020102901000815',NMB,34,33,100,438,43800.00
40819,'2020102903000099',RLI,45,38,10,596,5960.00
40820,'2020102901000814',NMB,38,6,410,439,179990.00
40821,'2020102904000166',GIC,57,33,10,565,5650.00
40822,'2020102901000813',CCBL,34,41,369,208,76752.00
40823,'2020102901000812',CZBIL,45,37,130,247,32110.00
40824,'2020102901000811',CCBL,34,3,131,208,27248.00
40825,'2020102901000810',CCBL,41,3,369,208,76752.00
40826,'2020102904000165',GIC,38,45,10,565,5650.00
40827,'2020102901000809',UPPER,11,49,50,292,14600.00
